disease,drug_name,drug_id,confidence,novelty_level,novelty_score,is_known_treatment,combined_score,pillars_hit,pubmed_articles,pubmed_treatment,pubmed_repurposing,clinical_trials,faers_signal,faers_cooccurrences,faers_total_reports,signature_reversal,signature_rank,shared_targets,direct_relations,max_citations,mol_similarity,similar_to,transe_rank,mr_score,mr_genetic_targets,mechanistic_hypothesis,ai_hypothesis,novelty_interpretation,confidence_reasons
Lupus,Prednisolone,DB00860,HIGH,ESTABLISHED,0.24,True,1.1471,4,2616,2386,0,10,strong,2984,190304,False,0,0,0,28,0,,7,0.673,3,,of its anti-inflammatory and immunosuppressive properties.,"Well-established drug-disease relationship (2616 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 2616 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; Strong FAERS signal: 2984 adverse event reports link drug to disease (190304 total reports); Supporting paper with 28 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.67); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Lupus,Lovastatin,DB00227,HIGH,NOVEL,0.9,False,1.1342,6,6,5,0,4,moderate,72,25778,False,0,0,0,99,0.7424,Simvastatin,104,0.5071,8,,of its anti-inflammatory and immunomodulatory properties.,Novel prediction with minimal existing evidence (6 articles). Computational support suggests this warrants investigation.,4 clinical trial(s) found on ClinicalTrials.gov; 6 PubMed article(s) - limited literature; Supported by 6 independent AI pillars; High molecular similarity (0.74) to Simvastatin; Note: Drug had early-phase trial failures for this disease; Moderate FAERS signal: 72 adverse event reports mention drug-disease co-occurrence; Supporting paper with 99 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.51)
Lupus,Calcitriol,DB00136,HIGH,KNOWN,0.6,False,1.1308,5,143,81,0,3,moderate,74,19955,False,0,0,0,37,0.6418,Cholecalciferol,131,0.6818,4,,of its immunomodulatory properties.,"Known association with moderate evidence (143 articles, 3 trials). Already being studied.",3 clinical trial(s) found on ClinicalTrials.gov; 143 PubMed articles on this drug-disease pair; Supported by 5 independent AI pillars; High molecular similarity (0.64) to Cholecalciferol; Note: Drug had early-phase trial failures for this disease; Moderate FAERS signal: 74 adverse event reports mention drug-disease co-occurrence; Supporting paper with 37 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.68)
Lupus,Oxygen,DB09140,HIGH,ESTABLISHED,0.36,True,1.1171,4,815,415,4,6,moderate,183,48106,False,0,0,0,7,0,,18,0.6696,12,,of its anti-inflammatory and immunomodulatory properties.,"Well-established drug-disease relationship (815 articles, 6 trials). Not a repurposing candidate.","6 clinical trial(s) found on ClinicalTrials.gov; 815 PubMed articles on this drug-disease pair; 4 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 183 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.67); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Lupus,Prednisone,DB00635,HIGH,ESTABLISHED,0.12,True,1.1167,4,3356,3099,2,10,strong,23293,515447,False,0,0,0,214,0,,4,0.5174,3,,of its anti-inflammatory and immunosuppressive properties.,"Well-established drug-disease relationship (3356 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 3356 PubMed articles on this drug-disease pair; 2 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Strong FAERS signal: 23293 adverse event reports link drug to disease (515447 total reports); Highly cited paper (214 citations): ""Prednisone, Lupus Activity, and Permanent Organ Damage...""; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.52); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Lymphoma,Sirolimus,DB00877,HIGH,ESTABLISHED,0.36,True,1.2402,6,485,441,2,10,strong,149,13389,False,0,0,0,57,0.8421,Temsirolimus,24,0.6699,13,,of its immunosuppressive properties.,"Well-established drug-disease relationship (485 articles, 10 trials). Not a repurposing candidate.",10 clinical trial(s) found on ClinicalTrials.gov; 485 PubMed articles on this drug-disease pair; 2 article(s) specifically mention repurposing/repositioning; Supported by 6 independent AI pillars; High molecular similarity (0.84) to Temsirolimus; Strong FAERS signal: 149 adverse event reports link drug to disease (13389 total reports); Supporting paper with 57 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.67)
Lymphoma,Betamethasone,DB00443,HIGH,KNOWN,0.72,False,1.2097,5,46,42,0,2,moderate,104,32597,False,0,0,0,1,1.0,Dexamethasone,141,0.5168,5,,of its anti-inflammatory and immunomodulatory properties.,"Known association with moderate evidence (46 articles, 2 trials). Already being studied.",2 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 46 PubMed articles found; Supported by 5 independent AI pillars; High molecular similarity (1.00) to Dexamethasone; Moderate FAERS signal: 104 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.52)
Lymphoma,Prednisolone,DB00860,HIGH,ESTABLISHED,0.24,True,1.2056000232696533,6,4199,3951,1,10,strong,3680,190304,False,0,0,0,70,0.6833,Hydrocortisone,42,0.7592,1,,of its anti-inflammatory and immunosuppressive properties.,"Well-established drug-disease relationship (4199 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 4199 PubMed articles on this drug-disease pair; 1 article(s) specifically mention repurposing/repositioning; Supported by 6 independent AI pillars; High molecular similarity (0.68) to Hydrocortisone; Strong FAERS signal: 3680 adverse event reports link drug to disease (190304 total reports); Supporting paper with 70 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.76, 1 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Lymphoma,Tretinoin,DB00755,HIGH,ESTABLISHED,0.36,True,1.1571,6,411,340,0,10,weak,1,6606,False,0,0,0,150,1.0,Isotretinoin,40,0.5988,15,,of its anti-inflammatory and immunomodulatory properties.,"Well-established drug-disease relationship (411 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; 411 PubMed articles on this drug-disease pair; Supported by 6 independent AI pillars; High molecular similarity (1.00) to Isotretinoin; Highly cited paper (150 citations): ""Use of arsenic trioxide in remission induction and consolida...""; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.60)"
Lymphoma,Hydroxyurea,DB01005,HIGH,ESTABLISHED,0.42,True,1.1483999490737915,4,361,286,2,6,moderate,29,14360,False,0,0,0,9,0,,23,0.6793,1,,of its anti-proliferative effect.,"Well-established drug-disease relationship (361 articles, 6 trials). Not a repurposing candidate.",6 clinical trial(s) found on ClinicalTrials.gov; 361 PubMed articles on this drug-disease pair; 2 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 29 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.68)
Lymphoma,Dactinomycin,DB00970,HIGH,KNOWN,0.66,False,1.1479,4,239,134,0,4,moderate,9,2208,False,0,0,0,46,0,,52,0.6664,10,,of its anti-proliferative effect.,"Known association with moderate evidence (239 articles, 4 trials). Already being studied.",4 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 239 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; Moderate FAERS signal: 9 adverse event reports mention drug-disease co-occurrence; Supporting paper with 46 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.67)
Lymphoma,Tetracycline,DB00759,HIGH,ESTABLISHED,0.42,True,1.1459,4,175,118,2,10,moderate,33,5459,False,0,0,0,28,0,,143,0.6536,2,,of its anti-inflammatory and anti-proliferative properties.,"Well-established drug-disease relationship (175 articles, 10 trials). Not a repurposing candidate.",10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 175 PubMed articles on this drug-disease pair; 2 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 33 adverse event reports mention drug-disease co-occurrence; Supporting paper with 28 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.65)
Lymphoma,Methylprednisolone,DB00959,HIGH,ESTABLISHED,0.36,True,1.1407,6,899,871,0,10,moderate,1064,125031,False,0,0,0,7,0.5373,Hydrocortisone,31,0.6126,3,,of its anti-inflammatory and immunosuppressive properties.,"Well-established drug-disease relationship (899 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 899 PubMed articles on this drug-disease pair; Supported by 6 independent AI pillars; High molecular similarity (0.54) to Hydrocortisone; Moderate FAERS signal: 1064 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.61); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Lymphoma,Floxuridine,DB00322,HIGH,KNOWN,0.72,False,1.1356,5,35,24,0,2,none,0,124,False,0,0,0,146,0.7234,Trifluridine,140,0.6171,5,,of its ability to inhibit the replication of EBV.,"Known association with moderate evidence (35 articles, 2 trials). Already being studied.","2 clinical trial(s) found on ClinicalTrials.gov; 35 PubMed articles found; Supported by 5 independent AI pillars; High molecular similarity (0.72) to Trifluridine; Highly cited paper (146 citations): ""Self‐Assembly of an Amphiphilic Janus Camptothecin–Floxuridi...""; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.62)"
Lymphoma,Mitomycin,DB00305,HIGH,KNOWN,0.84,False,1.1354,4,253,162,0,0,moderate,4,3299,False,0,0,0,44,0,,17,0.6294,14,,of its anti-proliferative effect.,"Known association with moderate evidence (253 articles, 0 trials). Already being studied.",253 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; Moderate FAERS signal: 4 adverse event reports mention drug-disease co-occurrence; Supporting paper with 44 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.63)
Malaria,Clarithromycin,DB01211,MEDIUM,EMERGING,0.85,False,1.2046,5,13,11,2,0,weak,1,36481,False,0,0,0,55,0.7386,Azithromycin,8,0.399,1,,,"Emerging repurposing candidate. Some evidence exists (13 articles, 2 mention repurposing) but not yet validated in trials.",13 PubMed articles found; 2 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; High molecular similarity (0.74) to Azithromycin; Supporting paper with 55 citations; Moderate genetic evidence supporting causality (MR score: 0.40)
Malaria,Zinc,DB01593,HIGH,ESTABLISHED,0.4,True,1.1149,2,444,241,4,10,none,0,38705,False,0,0,0,21,0,,32,0.4526,1,,,"Well-established drug-disease relationship (444 articles, 10 trials). Not a repurposing candidate.",10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 444 PubMed articles on this drug-disease pair; 4 article(s) specifically mention repurposing/repositioning; Supported by 2 independent AI pillars; Supporting paper with 21 citations; AI analysis of 1 abstract(s) found positive treatment signals; Moderate genetic evidence supporting causality (MR score: 0.45)
Malaria,Ouabain,DB01092,LOW,NOVEL,0.95,False,1.1149,3,10,2,0,0,none,0,2,False,0,0,0,46,0,,129,0.2793,2,,,Novel prediction with minimal existing evidence (10 articles). Computational support suggests this warrants investigation.,10 PubMed article(s) - limited literature; Supported by 3 independent AI pillars; Supporting paper with 46 citations
Malaria,Rifampicin,DB01045,HIGH,KNOWN,0.7,False,1.1134,3,65,54,4,1,moderate,7,9498,False,0,0,0,23,0,,15,0.2793,2,,,"Known association with moderate evidence (65 articles, 1 trials). Already being studied.",1 clinical trial(s) found on ClinicalTrials.gov; 65 PubMed articles on this drug-disease pair; 4 article(s) specifically mention repurposing/repositioning; Supported by 3 independent AI pillars; CAUTION: Drug had terminated/withdrawn trials (Phase 2) for this disease; Moderate FAERS signal: 7 adverse event reports mention drug-disease co-occurrence; Supporting paper with 23 citations
Malaria,Oxygen,DB09140,HIGH,ESTABLISHED,0.3,True,1.1127,2,1277,640,18,10,weak,1,48106,False,0,0,0,57,0,,56,0.4526,1,,,"Well-established drug-disease relationship (1277 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; 1277 PubMed articles on this drug-disease pair; 18 article(s) specifically mention repurposing/repositioning; Supported by 2 independent AI pillars; Supporting paper with 57 citations; Moderate genetic evidence supporting causality (MR score: 0.45); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Malaria,Erythromycin,DB00199,HIGH,KNOWN,0.55,False,1.1121,5,55,44,3,10,weak,2,20108,False,0,0,0,68,0.7816,Azithromycin,85,0.2793,2,,,"Known association with moderate evidence (55 articles, 10 trials). Already being studied.",10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 55 PubMed articles on this drug-disease pair; 3 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; High molecular similarity (0.78) to Azithromycin; Supporting paper with 68 citations
Malaria,Lovastatin,DB00227,MEDIUM,EMERGING,0.85,False,1.1095,3,3,3,1,0,none,0,25778,False,0,0,0,106,0,,63,0.2793,2,,,"Emerging repurposing candidate. Some evidence exists (3 articles, 1 mention repurposing) but not yet validated in trials.","3 PubMed article(s) - limited literature; 1 article(s) specifically mention repurposing/repositioning; Supported by 3 independent AI pillars; Highly cited paper (106 citations): ""Statins Decrease Neuroinflammation and Prevent Cognitive Imp..."""
